SORTED	LEFT	MATCH	RIGHT	ID
<,> uh there for about a week 	...ar's in Aurangabad <,> <{> <[> oh yes <,,> his wife <,,> [.]	He was	<,> uh there for about a week [.] Uh wanted to consult <,> b...	ICE-IND:S1A-032:75:1:A
<,> using the stones and <,> preparing instruments out...	Only stones were at his disposal <,> is n't it <,> ? [.] So	he was	<,> using the stones and <,> preparing instruments out...	ICE-IND:S1B-008:47:1:A
<,> was n't he 	He was our headmaster [.] Yeah	he was	<,> was n't he [.] Was he a strap master or a cane master	ICE-IRL:S1A-015:C
<,> when he suggested <,> that he would be greatly...	...ught <,,> [.] I pity Dryden who could n't realise how unjust	he was	<,> when he suggested <,> that he would be greatly...	ICE-IND:S2B-037:61:2:A
<,> where do you come from <{> <[> #...# </[> 	He was stunned [.]	He was	<,> where do you come from <{> <[> #...# </[> [.] <[> #...# ...	ICE-CAN:S1A-051:50:1:B
<,> who was aware of the things that they went through...	...r breaking her heart [.] Being the caring and thoughtful man	he was	<,> who was aware of the things that they went through...	ICE-JAM:S2A-070:79:2:A
<,> you 've advanced 	... <,> you 're you 're <,> you 're more European than	he was	<,> you 've advanced [.] Would would I be right in that	ICE-IRL:S1B-049:A
<.> ab </.> he was able to sleep right then and there 	Uh uhm [.] And after he ate he felt groggy dizzy and yeah	he was	<.> ab </.> he was able to sleep right then and there [.] Hi...	ICE-PHL:S1A-078:253:1:B
<.> al </.> </[> 	<[> Yeah he </[> </{> was away [.] <{> <[>	He was	<.> al </.> </[> [.] <[> He 's </[> </{> sick	ICE-HKG:S1A-069:X917:2:Z
<.> al </.> he 's always watching television on the...	... staying in the hall <{#> <[#> <,> </[<#> but uh <,>	he was	<.> al </.> he 's always watching television on the...	ICE-HKG:S1A-008:X84:1:Z
<.> argue</.> 	... and my English is quite good I think<,,> [.] And uhm<,> and	he was	<.> argue</.> [.] Probably better than his	ICE-JAM:S1A-002:X23:1:C
<.> ca </.> only he only came in for the high school...	Honest to God [.] But as I say	he was	<.> ca </.> only he only came in for the high school...	ICE-IRL:S1A-012:A
<.> in </.> interested in painting therefore <,,> he...	Yes ? [.] As	he was	<.> in </.> interested in painting therefore <,,> he...	ICE-IND:S1B-005:98:1:S
<.> l </.> already late <,> he was rushing to get to a...	I says no [.] And he said he was rushing <,>	he was	<.> l </.> already late <,> he was rushing to get to a...	ICE-IRL:S1B-061:B
<.> li </.> he was like going nuts 	... there were all these people coming down the drive and	he was	<.> li </.> he was like going nuts [.] And I was like <,> sh...	ICE-IRL:S1A-048:A
<.> mo </.> a lot more serious <,> than i i i knew i...	... for me [.] And uhm but I I knew at the age of eighteen that	he was	<.> mo </.> a lot more serious <,> than I I I knew I...	ICE-IRL:S2B-022:D
<.> th </.> they were jammers 	...arently he 's not taking it well at all [.] And Friday night	he was	<.> th </.> they were jammers [.] And uh Bill and Liam went ...	ICE-IRL:S1A-086:A
<.> well-dr </.> 	The big <,> very handsome well-dressed [.]	He was	<.> well-dr </.> [.] It was uh-huh <,> <{> <[> McCloone <,> ...	ICE-IRL:S1A-037:D
<.>a</.> some sort of <.>minor</.> minor boss #...# 	...ny [.] and my mother was an office girl there you see and er	he was	<.>a</.> some sort of <.>minor</.> minor boss #...# [.] any ...	ICE-NZL:S1A-045:219:1:M
<.>a</.></[></{> no he was <{><[>terrible fellow</[> 	...[>not <.>in</.> rome</[> #..# [.] <[><?>no he <.>was</.></?>	he was	<.>a</.></[></{> no he was <{><[>terrible fellow</[> [.] <[>...	ICE-NZL:S1B-008:230:1:Q
<.>bril</.> 	it 's as simple as that #..# [.] yeah	he was	<.>bril</.> [.] did he get any awards for that	ICE-NZL:S1A-001:131:1:F
<.>d</.> i think he studied in tokyo 	speaks french as well [.] and	he was	<.>d</.> i think he studied in tokyo [.] oh wow	ICE-NZL:S1A-051:100:1:G
<.>going</.> 	well he 's left school [.] <{><[>and</[>	he was	<.>going</.> [.] actually there was this job down at um the ...	ICE-NZL:S1A-010:7:1:D
<.>h</.> halfway over a six foot corrugated iron fence...	...d hold of his arm and tried to pull him back [.] even though	he was	<.>h</.> halfway over a six foot corrugated iron fence...	ICE-NZL:S2A-066:70:1:C
<.>n</.> twenty early twenties he moved to new york...	... that 's er country and er rhythm and blues but when	he was	<.>n</.> twenty early twenties he moved to new york...	ICE-NZL:S1B-042:24:1:J
<.>very</.> very vocal about this <.>an</.> 	... er just after he 'd marked #..# the assignments and er	he was	<.>very</.> very vocal about this <.>an</.> [.] and the funn...	ICE-NZL:S1B-009:108:1:T
<.>with</.> <?>then</?> 	so he 's cruising [.]	he was	<.>with</.> <?>then</?> [.] in the beginning of the year one...	ICE-NZL:S1A-079:401:1:R
</+> </}> contrary to his spiritual knowledge. 	He had firm belief in God. [.] He knew that the game which	he <}> <+> was	</+> </}> contrary to his spiritual knowledge. [.] Now neith...	ICE-IND:W1A-018:39:1
</+> </}> married to louise and #..# at the time of...	...<+> Northern </+> </}> part of Africa in British Colony. [.]	He <}> <+> was	</+> </}> married to Louise and #..# at the time of...	ICE-IND:W1A-018:12:1
</+> </}> trying to get your attention tonight he was...	...oes that <?> actually </?> </[> </{> [.] I mean when <}> <+>	he was	</+> </}> trying to get your attention tonight he was...	ICE-CAN:S1A-013:63:1:A
</.> 	...d try it [.] #...# so i went in there and i was doing it and	he <.>was	</.> [.] <.>y</.> you know it was going okay	ICE-NZL:S1A-020:218:1:A
</.> 	<[> #...# </[></{> [.]	he <.>was	</.> [.] he smashed another window so he took it out on you i...	ICE-NZL:S1A-006:218:1:M
</.> #...# 	oh so you talked to him [.] yeah and	he <.>was	</.> #...# [.] <?>he 'd</?> only just got off the ferry this ...	ICE-NZL:S1A-097:178:1:G
</.> a real character <{#><[#>eh he said step outside...	i was</[<#> up against him [.] he <.>was</.>	he <.>was	</.> a real character <{#><[#>eh he said step outside...	ICE-NZL:S1A-037:239:1:M
</.> and he um he was up in his room all day 	...e <{><[>been crying</[> [.] <[>yesterday</[></{> morning and	he <.>was	</.> and he um he was up in his room all day [.] and he wrote...	ICE-NZL:S1A-039:106:1:Q
</.> he 's got into the habit of hitting it back to the...	right [.] and what he found was that	he <.>was	</.> he 's got into the habit of hitting it back to the...	ICE-NZL:S1A-035:304:1:R
</.> he <.>was</.> a real character <{#><[#>eh he said...	i was</[<#> up against him [.]	he <.>was	</.> he <.>was</.> a real character <{#><[#>eh he said...	ICE-NZL:S1A-037:239:1:M
</.> he <.>was</.> he was having sex with the son's...	...ur son dies <,> [.] <.>and</.> he admitted to the press that	he <.>was	</.> he <.>was</.> he was having sex with the son's...	ICE-NZL:S1A-021:135:1:A
</.> he was going to america but er 	<[><.>young</.> as a young</[></{> man [.] actually	he <.>was	</.> he was going to america but er [.] what the wrong way	ICE-NZL:S1A-045:191:1:M
</.> he was having sex with the son's girlfriend 	...> [.] <.>and</.> he admitted to the press that he <.>was</.>	he <.>was	</.> he was having sex with the son's girlfriend [.] he admit...	ICE-NZL:S1A-021:135:1:A
</.> he was just crazy eh sort of <?>went nuts</?> and...	...t that stage [.] and we pulled him out and fed him up but um	he <.>was	</.> he was just crazy eh sort of <?>went nuts</?> and...	ICE-NZL:S1A-057:37:1:M
</.> he was married 	so he does [.] oh how very sweet how long is it since	he <.>was	</.> he was married [.] um i think it must be about two years...	ICE-NZL:S1A-040:8:1:V
</.> he was only just sort of alive at that stage 	... up to clean them all out and we found the calf and	he <.>was	</.> he was only just sort of alive at that stage [.] and we ...	ICE-NZL:S1A-057:36:1:M
</.> he was real funny 	...ooks like a real nerdy economist sort of [.] and that and um	he <.>was	</.> he was real funny [.] and um and ate all their food <.>a...	ICE-NZL:S1A-041:156:1:J
</.> he was really impressed 	john from work [.] and er yeah	he <.>was	</.> he was really impressed [.] it was one of those kind of ...	ICE-NZL:S1A-037:10:1:M
</.> i mean he 's been in various places over the last...	... something to do with computers i really do n't know [.] but	he <.>was	</.> i mean he 's been in various places over the last...	ICE-NZL:S1A-072:301:1:C
</.> we had lunch really late and then the guy came to...	what 's tony doing [.]	he <.>was	</.> we had lunch really late and then the guy came to...	ICE-NZL:S1A-050:2:1:B
</.></?> he was <.>a</.></[></{> no he was...	... not <.>a</.> <{><[>not <.>in</.> rome</[> #..# [.] <[><?>no	he <.>was	</.></?> he was <.>a</.></[></{> no he was...	ICE-NZL:S1B-008:230:1:Q
</.></[<#></{#> 	...o other <{#><[#><?>s s os</?></[<#> that end of town [.] <[#>	he <.>was	</.></[<#></{#> [.] <[#>yeah</[<#></{#>	ICE-NZL:S1A-065:38:1:W
</=> </}> about three years older than i was 	No [.] <}> <=> but	he was	</=> </}> about three years older than I was [.] So he was i...	ICE-CAN:S1A-045:206:1:B
</=> </}> at work 	Yes <,,> [.] Well then <}> <=> it would have been that	he was	</=> </}> at work [.] And I guess <@> Mindy </@> was out	ICE-CAN:S1A-067:131:1:A
</=> </}> depicted in <,> 	... to see him like this and this is the way <}> <=>	he was	</=> </}> depicted in <,> [.] Uhm <,> one of the treasures o...	ICE-CAN:S2A-047:118:1:A
</=> </}> doing fine 	... who was schizophrenic and uh <,> you know <}> <=>	he was	</=> </}> doing fine [.] Heavy medication <,>	ICE-CAN:S1A-067:206:1:A
</=> </}> having an affair you know flirting around 	...s relationship with [.] <{#> <[#> Darlene </[<#> she <}> <=>	he was	</=> </}> having an affair you know flirting around [.] <[#>...	ICE-CAN:S1A-022:9:1:A
</=> </}> in <,> <?> larder </?> eh 	...t 's <?> not to </?> travel on the road but <,,> [.] <}> <=>	he was	</=> </}> in <,> <?> Larder </?> eh [.] Is he in there right...	ICE-CAN:S1A-085:324:2:B
</=> </}> kind of attractive 	...</[> </{> [.] And I sat beside him in class <}> <=> you know	he was	</=> </}> kind of attractive [.] He was a cute boy and he wa...	ICE-CAN:S1A-040:63:1:B
</=> </}> like my 	... was in twelfth grade <{> <[> <,,> </[> and <}> <=> <,>	he was	</=> </}> like my [.] <[> #...# </[> </{>	ICE-CAN:S1A-045:202:1:B
</=> </}> like over six feet tall which is really...	... the second time I met this professor there <}> <=>	he was	</=> </}> like over six feet tall which is really...	ICE-CAN:S1A-054:68:1:A
</=> </}> pretending or something 	... freaked me out about it was that <}> <=> it was like	he was	</=> </}> pretending or something [.] He 's a bit of a shyst...	ICE-CAN:S1A-082:201:2:A
</=> </}> really really tiny 	And he used to <@> whizz </@> around that tank [.] <}> <=>	He was	</=> </}> really really tiny [.] Yeah	ICE-CAN:S1A-059:225:2:A
</=> </}> thinking it was good for the boys to get...	<[> #...# </[> </{> [.] Cos <,,> I think <}> <=>	he was	</=> </}> thinking it was good for the boys to get...	ICE-CAN:S1A-043:107:1:A
</=> </}> trying different designs last year <,> to...	... the caps and maybe he can do something <,,> [.] Cos <}> <=>	he was	</=> </}> trying different designs last year <,> to...	ICE-CAN:S1A-090:131:1:A
</=> just trying not to <{#> <[#> go overboard</[<#>...	...what you 're saying [.] But at the same time I guess <}> <=>	he was	</=> just trying not to <{#> <[#> go overboard</[<#>...	ICE-JAM:S1A-022:54:1:B
</=></}> here on campus doing it<{#><[#><,></[<#> 	That was in the first semester I think [.] <}> <=>	he was	</=></}> here on campus doing it<{#><[#><,></[<#> [.] So and ...	ICE-JAM:S1A-023:3:1:A
</=></}> more than just gunning for it 	...></}> was gunning for it [.] Well I spoke to him and <}> <=>	he was	</=></}> more than just gunning for it [.] He was too senile ...	ICE-JAM:S1A-009:X267:1:A
</=></}> nominally a member of the metropolitan group...	...ional Party<,> [.] But he did n't speak and <}> <=> although	he was	</=></}> nominally a member of the metropolitan group...	ICE-JAM:S2A-028:25:1:A
</?> <.>descri</.> what was described as extensive tax...	...r i thought quite nice <,> [.] er and the other half to what	he <?>was	</?> <.>descri</.> what was described as extensive tax...	ICE-NZL:S2B-047:26:1:C
</?> always always a bit of <.>a</.> bit of a dork...	... me <.>about</.> [.] no no <{><[>i mean</[> well you know <?>	he was	</?> always always a bit of <.>a</.> bit of a dork...	ICE-NZL:S1A-034:17:1:M
</?> being conservative and 	<.>tell</.> tell sally about the port <?><.>talk</.> [.]	he was	</?> being conservative and [.] oh my parents were brought <....	ICE-NZL:S1A-023:194:1:D
</?> heading off? 	mm mm #...# #..# [.] <?>hear	he was	</?> heading off? [.] yeah <,>	ICE-NZL:S1A-087:339:1:A
</?> kind of <.>des</.> this guy was describing how if...	...ok about that actually and there was <.>a</.> <,,> [.] oh <?>	he was	</?> kind of <.>des</.> this guy was describing how if...	ICE-NZL:S1A-010:147:1:D
</?> really upset about it i suppose eh 	<[>ah</[></{> [.] <?>	he was	</?> really upset about it i suppose eh [.] er yeah so we jus...	ICE-NZL:S1A-073:42:1:P
</?> seventeen years old 	Ya [.] Cos he left something <?>	he was	</?> seventeen years old [.] Ya	ICE-CAN:S1A-077:15:1:B
</?></[></{> 	...yeah grab one of those i 'll have one too #...# mm [.] <[><?>	he was	</?></[></{> [.] then you went for a swim eh	ICE-NZL:S1A-035:94:1:D
</?></[></{> probably <?>a nice</?> <{><[> #...# </[> 	... nice</[<#></{#> <{><[>friendly fellow</?></[> [.] <[><?>yes	he was	</?></[></{> probably <?>a nice</?> <{><[> #...# </[> [.] <[>...	ICE-NZL:S1A-069:85:1:J
</[<#> 	Was he in your room aye [.] Aye <{#> <[#>	he was	</[<#> [.] He was as <{#> <[#> dirty </{#>	ICE-IRL:S1A-026:B
</[<#> basically wanting to ring up and say to someone...	...p your path my <{#><[#>leg's <.>really</.> [.] i mean i mean	he was	</[<#> basically wanting to ring up and say to someone...	ICE-NZL:S1A-075:158:1:E
</[<#> going round all the countries for all the best...	Uh he aye he 's he was into tuna in a big way [.] <{#> <[#>	He was	</[<#> going round all the countries for all the best...	ICE-IRL:S1A-045:A
</[<#> the first he was the first 	<[> But you learn </[> </{> [.] <{#> <[#> No	he was	</[<#> the first he was the first [.] So I <{#> <[#> still g...	ICE-HKG:S1A-087:X378:1:Z
</[<#> yeah <{#><[#>race relations</[<#> officer yeah mm 	right [.] you know <{#><[#>when when	he was	</[<#> yeah <{#><[#>race relations</[<#> officer yeah mm [.] ...	ICE-NZL:S1A-084:164:1:J
</[> 	...absolutely amazed to be invited on the stag [.] <{> <[> Yeah	he was	</[> [.] <[> I think I think </[> </{> he was pretty amazed	ICE-IRL:S1A-006:C
